Date,Month,Year,Channel,Campaign_Name,Ad_Spend,Operational_Cost,Impressions,Clicks,Leads_Generated,Customers_Acquired,Total_Cost,Revenue_Generated,AOV,Conversion_Rate,Cost_Per_Acquisition,Month Name
4/14/2021,4,2021,Email,Brand Awareness,669.08,20.31,399138,1900,3646,493,689.39,13263.32,26.9,0.1352,1.4,April
10/30/2023,10,2023,Referral,Reactivation Campaign,4784,437.92,244015,12440,196,61,5221.92,2912.25,47.74,0.3112,85.61,October
11/11/2022,11,2022,Email,Summer Promo,1638.44,400.45,154778,2989,400,123,2038.89,13799.96,112.19,0.3075,16.58,November
1/19/2022,1,2022,LinkedIn Ads,Lead Gen Burst,4453.18,321.12,305915,10145,4667,349,4774.3,18283.33,52.39,0.0748,13.68,January
8/20/2024,8,2024,LinkedIn Ads,Holiday Sales,3054.42,380.13,53335,16351,4331,196,3434.55,12249.95,62.5,0.0453,17.52,August
2/7/2020,2,2020,Google Search,Black Friday Push,4150.87,92.98,230087,7244,878,330,4243.85,11285.14,34.2,0.3759,12.86,February
8/17/2020,8,2020,LinkedIn Ads,Summer Promo,4921.66,240,53949,5901,2626,409,5161.66,19230.14,47.02,0.1558,12.62,August
10/20/2023,10,2023,Google Search,Reactivation Campaign,1513.19,188.59,464930,16428,4340,479,1701.78,12622.45,26.35,0.1104,3.55,October
7/16/2021,7,2021,LinkedIn Ads,Brand Awareness,4809.56,65.01,96558,728,94,323,4874.57,5339.1,16.53,3.4362,15.09,July
3/13/2021,3,2021,Facebook Ads,Summer Promo,2008.46,253.34,409456,1038,2284,111,2261.8,5989.34,53.96,0.0486,20.38,March
12/4/2024,12,2024,LinkedIn Ads,Discount Week,1989.01,461.96,485972,1552,461,258,2450.97,14165.07,54.9,0.5597,9.5,December
7/30/2023,7,2023,Referral,Brand Awareness,1767.9,39.23,365416,18223,2285,89,1807.13,14761.64,165.86,0.0389,20.3,July
1/27/2020,1,2020,Instagram,Reactivation Campaign,2752.9,159.9,265860,16248,4454,433,2912.8,6209.23,14.34,0.0972,6.73,January
8/13/2020,8,2020,Referral,Lead Gen Burst,855.31,119.62,148646,17859,1009,198,974.93,7037.81,35.54,0.1962,4.92,August
7/24/2023,7,2023,Instagram,Holiday Sales,2813.19,134.31,243887,15917,4539,282,2947.5,19822.92,70.29,0.0621,10.45,July
3/8/2022,3,2022,TikTok,Reactivation Campaign,2754.35,456.05,477471,14316,349,200,3210.4,2218.66,11.09,0.5731,16.05,March
6/20/2024,6,2024,Referral,Lead Gen Burst,3833.32,244.67,467933,6704,2716,99,4077.99,8211.97,82.95,0.0365,41.19,June
10/10/2020,10,2020,TikTok,Black Friday Push,4184.88,243.82,438282,2490,4757,27,4428.7,1436.46,53.2,0.0057,164.03,October
5/28/2022,5,2022,Google Search,Summer Promo,2258.16,385.08,193898,10284,2467,89,2643.24,16457.35,184.91,0.0361,29.7,May
8/17/2022,8,2022,Google Search,Discount Week,1581.43,94.16,152285,7417,1121,146,1675.59,2028.45,13.89,0.1302,11.48,August
2/13/2024,2,2024,Facebook Ads,Brand Awareness,1370.74,253.89,72916,13540,630,182,1624.63,13545.35,74.42,0.2889,8.93,February
3/28/2021,3,2021,LinkedIn Ads,Brand Awareness,1053.66,226.39,198223,2644,4384,257,1280.05,1318.37,5.13,0.0586,4.98,March
10/16/2022,10,2022,Referral,Summer Promo,382.47,306.52,260590,18870,1984,189,688.99,13522.53,71.55,0.0953,3.65,October
3/26/2022,3,2022,TikTok,Discount Week,1778,499.79,249090,5567,3999,240,2277.79,16892.13,70.38,0.06,9.49,March
10/20/2021,10,2021,Instagram,Summer Promo,1424.21,389.34,51906,9269,1683,359,1813.55,8096.67,22.55,0.2133,5.05,October
3/19/2024,3,2024,Google Search,Black Friday Push,4835.45,210.98,263607,6360,227,387,5046.43,10538.1,27.23,1.7048,13.04,March
6/30/2021,6,2021,LinkedIn Ads,Lead Gen Burst,2832.77,417.23,426189,3589,748,196,3250,8150.53,41.58,0.262,16.58,June
4/30/2023,4,2023,Google Search,Reactivation Campaign,1801.66,101.94,75694,14794,467,297,1903.6,6149.68,20.71,0.636,6.41,April
12/8/2022,12,2022,Instagram,Brand Awareness,2944.29,34.62,414867,19917,1573,165,2978.91,16104.62,97.6,0.1049,18.05,December
3/15/2024,3,2024,LinkedIn Ads,Black Friday Push,782.06,118.14,331838,18675,3352,307,900.2,5585.65,18.19,0.0916,2.93,March
1/17/2020,1,2020,LinkedIn Ads,Lead Gen Burst,2275.81,183.4,283152,6428,1741,271,2459.21,14514.28,53.56,0.1557,9.07,January
4/10/2023,4,2023,TikTok,Black Friday Push,3168.55,265.08,71474,19199,4044,8,3433.63,4282.7,535.34,0.002,429.2,April
5/28/2023,5,2023,TikTok,Discount Week,2495.6,315.26,39185,9415,3956,38,2810.86,5147.11,135.45,0.0096,73.97,May
6/6/2020,6,2020,Referral,Brand Awareness,2068.72,457.09,351068,11472,669,114,2525.81,6861.93,60.19,0.1704,22.16,June
4/21/2021,4,2021,Referral,Reactivation Campaign,4969.86,264.73,263048,4961,1361,339,5234.59,11865.3,35,0.2491,15.44,April
12/5/2022,12,2022,Email,Summer Promo,4413.54,260.61,468633,453,1019,56,4674.15,9197.56,164.24,0.055,83.47,December
10/28/2023,10,2023,Email,Summer Promo,3154.69,44.12,257574,13230,2137,431,3198.81,14953.87,34.7,0.2017,7.42,October
6/1/2021,6,2021,Facebook Ads,Lead Gen Burst,2889.95,36.76,203211,19816,2673,474,2926.71,4428.63,9.34,0.1773,6.17,June
4/8/2020,4,2020,Google Search,Reactivation Campaign,3141.24,284.56,298124,4213,1059,359,3425.8,411.31,1.15,0.339,9.54,April
11/3/2024,11,2024,Referral,Holiday Sales,1086.43,230.33,23504,16521,1769,138,1316.76,15575.84,112.87,0.078,9.54,November
11/26/2022,11,2022,TikTok,Discount Week,2036.17,422.81,55970,14386,4463,102,2458.98,16468.66,161.46,0.0229,24.11,November
10/6/2020,10,2020,Instagram,Lead Gen Burst,293.35,97.13,279910,5520,2874,334,390.48,1377.71,4.12,0.1162,1.17,October
10/4/2023,10,2023,TikTok,Holiday Sales,2430.18,31.99,117944,15003,1417,177,2462.17,12295.97,69.47,0.1249,13.91,October
5/11/2021,5,2021,Google Search,Black Friday Push,2760.82,235.54,357066,6326,672,169,2996.36,7688.49,45.49,0.2515,17.73,May
10/28/2020,10,2020,Email,Discount Week,1215.97,133.99,405911,5789,3375,339,1349.96,15919.13,46.96,0.1004,3.98,October
6/29/2020,6,2020,TikTok,Black Friday Push,4823.74,43.81,412012,6573,1399,286,4867.55,17513.41,61.24,0.2044,17.02,June
8/29/2021,8,2021,Facebook Ads,Reactivation Campaign,4556.33,367.81,174615,15043,103,261,4924.14,17049.87,65.33,2.534,18.87,August
1/27/2023,1,2023,Google Search,Brand Awareness,3638.5,73.56,408775,12923,4075,375,3712.06,15588.64,41.57,0.092,9.9,January
11/30/2021,11,2021,Email,Discount Week,2713.59,311.99,498666,13469,426,223,3025.58,5527.23,24.79,0.5235,13.57,November
9/19/2022,9,2022,Instagram,Holiday Sales,4362.85,154.9,165211,14507,3655,199,4517.75,16275.41,81.79,0.0544,22.7,September
2/13/2023,2,2023,Email,Brand Awareness,740.2,103.28,121494,2114,4162,211,843.48,10762.87,51.01,0.0507,4,February
7/9/2020,7,2020,LinkedIn Ads,Summer Promo,3973.5,202.28,235941,5365,1137,287,4175.78,1244.58,4.34,0.2524,14.55,July
9/9/2020,9,2020,Facebook Ads,Holiday Sales,711.62,404.69,9802,10616,1707,180,1116.31,9247.39,51.37,0.1054,6.2,September
9/7/2022,9,2022,Google Search,Lead Gen Burst,3991.63,208.2,468059,367,3625,250,4199.83,18854.73,75.42,0.069,16.8,September
7/16/2022,7,2022,Instagram,Summer Promo,1451.26,380.37,172277,17936,3195,231,1831.63,17779.62,76.97,0.0723,7.93,July
3/30/2023,3,2023,Facebook Ads,Summer Promo,4397.74,80.23,492966,6180,602,472,4477.97,2224.83,4.71,0.7841,9.49,March
7/3/2023,7,2023,Email,Lead Gen Burst,4725.81,390.93,297303,7469,396,482,5116.74,14933.71,30.98,1.2172,10.62,July
9/8/2023,9,2023,Facebook Ads,Discount Week,829.1,133.73,12516,2092,1080,23,962.83,16154.7,702.38,0.0213,41.86,September
5/7/2020,5,2020,Google Search,Summer Promo,2367.11,345.15,313636,4648,2655,48,2712.26,5573.49,116.11,0.0181,56.51,May
1/18/2020,1,2020,Referral,Reactivation Campaign,4906.84,291.58,292230,10264,2389,109,5198.42,9537.85,87.5,0.0456,47.69,January
12/21/2024,12,2024,Facebook Ads,Holiday Sales,2468.7,465.99,114758,168,814,296,2934.69,14277.56,48.24,0.3636,9.91,December
10/24/2024,10,2024,LinkedIn Ads,Brand Awareness,4331.38,205.91,31480,759,3314,6,4537.29,8893.02,1482.17,0.0018,756.22,October
7/19/2021,7,2021,Facebook Ads,Summer Promo,2984.78,51.76,184163,15907,3743,38,3036.54,2433.38,64.04,0.0102,79.91,July
7/23/2021,7,2021,Email,Holiday Sales,1939.12,29.19,129023,19991,1164,169,1968.31,14176.47,83.88,0.1452,11.65,July
9/8/2023,9,2023,Email,Black Friday Push,1500.34,416.89,373339,12651,1536,356,1917.23,18250.45,51.27,0.2318,5.39,September
11/16/2021,11,2021,Instagram,Holiday Sales,1095.79,271.87,179838,3300,4981,283,1367.66,13119.2,46.36,0.0568,4.83,November
12/20/2024,12,2024,Email,Brand Awareness,3832.81,392.12,301881,8111,2687,203,4224.93,15521.25,76.46,0.0755,20.81,December
9/17/2021,9,2021,TikTok,Holiday Sales,1994.05,132.52,272409,8659,258,325,2126.57,7295.58,22.45,1.2597,6.54,September
8/4/2023,8,2023,Google Search,Lead Gen Burst,2605.25,185.64,115165,2653,3553,313,2790.89,3827.33,12.23,0.0881,8.92,August
5/3/2022,5,2022,Google Search,Brand Awareness,2512.39,34.45,120501,12096,3190,273,2546.84,12926.92,47.35,0.0856,9.33,May
8/13/2024,8,2024,Referral,Discount Week,2928.67,481.52,250329,17535,1236,244,3410.19,6689.87,27.42,0.1974,13.98,August
8/19/2022,8,2022,Referral,Black Friday Push,4341.33,340.58,334134,7907,2428,327,4681.91,17229.46,52.69,0.1347,14.32,August
7/20/2024,7,2024,Google Search,Lead Gen Burst,4905.62,467.94,495670,11670,3580,475,5373.56,2628.04,5.53,0.1327,11.31,July
6/3/2020,6,2020,LinkedIn Ads,Discount Week,2097.16,147.44,485933,8227,4266,47,2244.6,8782.58,186.86,0.011,47.76,June
5/4/2021,5,2021,Referral,Holiday Sales,4154.84,313.5,278530,18695,1578,249,4468.34,8055.21,32.35,0.1578,17.95,May
11/10/2023,11,2023,Instagram,Brand Awareness,3846.19,345.68,367862,11876,2913,79,4191.87,18773.47,237.64,0.0271,53.06,November
2/23/2022,2,2022,Email,Black Friday Push,2910.29,172.42,300569,13940,4717,110,3082.71,3232.07,29.38,0.0233,28.02,February
2/1/2023,2,2023,Google Search,Lead Gen Burst,4784.63,427.09,122635,16942,1630,13,5211.72,394.97,30.38,0.008,400.9,February
11/17/2023,11,2023,Referral,Discount Week,1082.33,474.64,175326,18813,4003,395,1556.97,4914.09,12.44,0.0987,3.94,November
9/2/2020,9,2020,Google Search,Discount Week,635.39,444.73,221935,13880,3888,380,1080.12,16441.48,43.27,0.0977,2.84,September
4/14/2023,4,2023,TikTok,Black Friday Push,4284.41,374.75,54634,9534,3520,365,4659.16,4344.57,11.9,0.1037,12.76,April
11/28/2022,11,2022,Facebook Ads,Reactivation Campaign,2251.83,153.18,480933,5545,3408,90,2405.01,4969.39,55.22,0.0264,26.72,November
2/9/2024,2,2024,Email,Holiday Sales,4250.15,155.18,179734,11317,4603,342,4405.33,2772,8.11,0.0743,12.88,February
9/1/2024,9,2024,Google Search,Black Friday Push,4476.14,482.41,350132,19643,4685,348,4958.55,14365.64,41.28,0.0743,14.25,September
1/28/2022,1,2022,Facebook Ads,Discount Week,406.04,24.94,235856,7448,1963,280,430.98,1569.65,5.61,0.1426,1.54,January
6/21/2021,6,2021,Referral,Summer Promo,4428.98,363.7,369481,6793,4014,221,4792.68,6757.92,30.58,0.0551,21.69,June
7/9/2022,7,2022,Facebook Ads,Lead Gen Burst,2296.76,359,493503,5221,2740,73,2655.76,5793.47,79.36,0.0266,36.38,July
2/11/2021,2,2021,Email,Black Friday Push,2601.12,318.89,219599,16055,4496,234,2920.01,11192.16,47.83,0.052,12.48,February
6/8/2021,6,2021,Google Search,Reactivation Campaign,3170.3,495.25,238919,16758,3179,260,3665.55,14662.24,56.39,0.0818,14.1,June
4/7/2022,4,2022,TikTok,Discount Week,4639.27,169.7,469668,13054,406,113,4808.97,10750.95,95.14,0.2783,42.56,April
3/9/2024,3,2024,LinkedIn Ads,Holiday Sales,193.67,183.19,404359,11012,979,46,376.86,18634.31,405.09,0.047,8.19,March
6/21/2022,6,2022,Referral,Discount Week,2436.53,57.89,485607,10825,228,274,2494.42,19038.56,69.48,1.2018,9.1,June
2/5/2020,2,2020,Google Search,Holiday Sales,3469.84,232.54,409797,3607,4618,43,3702.38,7357.01,171.09,0.0093,86.1,February
11/15/2021,11,2021,Email,Black Friday Push,3641.26,145.3,68443,3637,240,208,3786.56,15598.07,74.99,0.8667,18.2,November
1/20/2020,1,2020,Referral,Holiday Sales,3493.41,184.83,292568,16585,3503,417,3678.24,14828.27,35.56,0.119,8.82,January
11/16/2020,11,2020,Instagram,Brand Awareness,758.73,420.59,351988,1004,4216,349,1179.32,17880.7,51.23,0.0828,3.38,November
12/4/2024,12,2024,Facebook Ads,Brand Awareness,1567.04,469.03,305128,13844,3239,103,2036.07,9069.28,88.05,0.0318,19.77,December
5/26/2021,5,2021,LinkedIn Ads,Brand Awareness,1857.71,109.15,42505,737,230,124,1966.86,10703.37,86.32,0.5391,15.86,May
2/3/2021,2,2021,Email,Reactivation Campaign,4041.74,198.8,103478,8551,2282,10,4240.54,8432.33,843.23,0.0044,424.05,February
10/15/2021,10,2021,Instagram,Reactivation Campaign,1465.92,465.74,63699,15188,4282,329,1931.66,17037.46,51.79,0.0768,5.87,October
8/29/2022,8,2022,Google Search,Summer Promo,1132.45,49.67,421173,9744,1346,187,1182.12,4748.11,25.39,0.1389,6.32,August
4/15/2021,4,2021,TikTok,Reactivation Campaign,4791.5,64.33,419680,3177,4041,31,4855.83,4946.24,159.56,0.0077,156.64,April
3/12/2023,3,2023,Referral,Black Friday Push,143.43,98.14,377156,12810,214,156,241.57,7577.58,48.57,0.729,1.55,March
1/20/2023,1,2023,Facebook Ads,Discount Week,4989.32,305.7,155721,11609,3732,60,5295.02,4760.79,79.35,0.0161,88.25,January
10/9/2023,10,2023,Referral,Discount Week,3416.42,92.23,436281,14846,3933,249,3508.65,11307.94,45.41,0.0633,14.09,October
4/13/2022,4,2022,LinkedIn Ads,Summer Promo,4159.5,484.68,486877,3445,4994,387,4644.18,2862.9,7.4,0.0775,12,April
12/28/2024,12,2024,Google Search,Reactivation Campaign,1543.64,234.42,297902,895,2808,374,1778.06,6539.69,17.49,0.1332,4.75,December
12/27/2021,12,2021,Referral,Holiday Sales,170.14,260.73,137668,1214,1114,439,430.87,18286.21,41.65,0.3941,0.98,December
5/3/2022,5,2022,Facebook Ads,Summer Promo,3715.56,138.4,279518,13004,2031,270,3853.96,8302.66,30.75,0.1329,14.27,May
2/20/2020,2,2020,Google Search,Holiday Sales,4187.31,246.06,119686,5954,398,442,4433.37,15015.03,33.97,1.1106,10.03,February
8/15/2024,8,2024,Referral,Holiday Sales,3728.33,337.72,266919,13781,848,217,4066.05,2446.55,11.27,0.2559,18.74,August
9/17/2024,9,2024,TikTok,Lead Gen Burst,799.97,380.57,290532,404,1529,399,1180.54,5101.78,12.79,0.261,2.96,September
7/28/2021,7,2021,Email,Discount Week,3791.8,381.86,386944,18306,608,2,4173.66,16185.44,8092.72,0.0033,2086.83,July
4/28/2023,4,2023,Google Search,Brand Awareness,3867.72,297.39,284173,18458,586,24,4165.11,15307.26,637.8,0.041,173.55,April
2/22/2023,2,2023,Email,Reactivation Campaign,3326.85,454.09,84981,2867,1944,206,3780.94,7845.89,38.09,0.106,18.35,February
5/29/2020,5,2020,Google Search,Holiday Sales,3853.97,412.36,316783,3882,137,320,4266.33,19097.06,59.68,2.3358,13.33,May
11/9/2020,11,2020,TikTok,Lead Gen Burst,4245.02,383.38,115010,12517,2843,496,4628.4,18230.73,36.76,0.1745,9.33,November
7/23/2021,7,2021,Email,Discount Week,3106.66,46.69,408861,8307,3390,199,3153.35,19253.55,96.75,0.0587,15.85,July
9/27/2023,9,2023,Instagram,Brand Awareness,534.16,23.3,32105,13157,3775,356,557.46,8672.71,24.36,0.0943,1.57,September
10/31/2020,10,2020,Facebook Ads,Holiday Sales,2489.38,121.97,407884,12508,2273,114,2611.35,4109.98,36.05,0.0502,22.91,October
9/11/2024,9,2024,Instagram,Holiday Sales,480.48,338.49,260021,10763,980,280,818.97,12607.84,45.03,0.2857,2.92,September
11/12/2021,11,2021,Referral,Summer Promo,2096.96,217.37,148032,2631,1818,155,2314.33,13758.51,88.76,0.0853,14.93,November
4/17/2022,4,2022,TikTok,Summer Promo,2094.82,213.16,127519,9632,3268,165,2307.98,2683.75,16.27,0.0505,13.99,April
12/11/2024,12,2024,Instagram,Discount Week,423.45,444.6,143429,18920,1548,486,868.05,15772.36,32.45,0.314,1.79,December
12/13/2022,12,2022,Google Search,Brand Awareness,1809.22,449.87,458820,8468,2840,222,2259.09,557.59,2.51,0.0782,10.18,December
9/29/2022,9,2022,Referral,Holiday Sales,643.89,456.4,365883,18877,2743,91,1100.29,9758.02,107.23,0.0332,12.09,September
3/19/2021,3,2021,Referral,Discount Week,4060.35,170.66,314940,14469,1362,167,4231.01,6754.12,40.44,0.1226,25.34,March
9/4/2021,9,2021,Instagram,Discount Week,4743.67,351.71,278948,11864,4139,447,5095.38,14858,33.24,0.108,11.4,September
9/19/2022,9,2022,Instagram,Black Friday Push,454.35,150.38,128732,1086,1321,207,604.73,6392.66,30.88,0.1567,2.92,September
9/20/2020,9,2020,TikTok,Reactivation Campaign,4780.06,111.49,146698,10074,166,282,4891.55,16570.78,58.76,1.6988,17.35,September
12/12/2022,12,2022,Facebook Ads,Summer Promo,2660.63,108.62,160204,10982,1914,65,2769.25,11980.08,184.31,0.034,42.6,December
5/14/2024,5,2024,Instagram,Brand Awareness,1567.87,184.21,271095,7485,1132,376,1752.08,15919.09,42.34,0.3322,4.66,May
9/30/2022,9,2022,LinkedIn Ads,Holiday Sales,476.62,226.38,400665,1598,3875,4,703,19788.94,4947.23,0.001,175.75,September
7/1/2024,7,2024,Instagram,Discount Week,2553.06,418.86,282209,5115,1663,157,2971.92,13647.34,86.93,0.0944,18.93,July
1/5/2020,1,2020,Email,Holiday Sales,3993.13,77.55,364647,3457,3130,249,4070.68,19702.02,79.12,0.0796,16.35,January
1/31/2023,1,2023,Google Search,Black Friday Push,3564.72,372.76,106072,689,1968,257,3937.48,770.96,3,0.1306,15.32,January
5/4/2023,5,2023,LinkedIn Ads,Brand Awareness,346.11,275.1,141202,222,2294,235,621.21,6895.17,29.34,0.1024,2.64,May
2/12/2022,2,2022,LinkedIn Ads,Discount Week,457.22,158.21,90360,5716,971,306,615.43,2335.49,7.63,0.3151,2.01,February
5/26/2022,5,2022,Email,Holiday Sales,2074.08,256.55,63287,4404,894,366,2330.63,5393.64,14.74,0.4094,6.37,May
9/18/2022,9,2022,Email,Summer Promo,1546.92,163.97,239009,10159,3066,470,1710.89,16809.98,35.77,0.1533,3.64,September
6/2/2022,6,2022,Referral,Reactivation Campaign,1238.68,306.12,183774,2936,3634,395,1544.8,840,2.13,0.1087,3.91,June
10/5/2023,10,2023,Facebook Ads,Black Friday Push,1476.92,228.25,169065,2214,3194,74,1705.17,10499.62,141.89,0.0232,23.04,October
2/16/2020,2,2020,Google Search,Brand Awareness,4037.07,98.91,163947,3995,2753,187,4135.98,11429.15,61.12,0.0679,22.12,February
5/16/2022,5,2022,TikTok,Black Friday Push,4653.22,75.96,247356,10451,1671,62,4729.18,11310.79,182.43,0.0371,76.28,May
4/2/2022,4,2022,LinkedIn Ads,Summer Promo,2085,282.41,138126,7796,3071,337,2367.41,9610.88,28.52,0.1097,7.02,April
7/24/2022,7,2022,TikTok,Brand Awareness,4539.94,453.16,231881,12025,1446,164,4993.1,15853.94,96.67,0.1134,30.45,July
10/17/2021,10,2021,Instagram,Black Friday Push,1675.33,185.1,108357,19024,1072,56,1860.43,2844.15,50.79,0.0522,33.22,October
9/25/2020,9,2020,Instagram,Lead Gen Burst,2434.54,371.84,442733,7804,4228,111,2806.38,6349.42,57.2,0.0263,25.28,September
1/4/2021,1,2021,TikTok,Summer Promo,1207.54,336.16,208440,15646,2928,218,1543.7,12391.38,56.84,0.0745,7.08,January
9/27/2021,9,2021,Instagram,Summer Promo,3238.33,467.15,30670,5235,4258,240,3705.48,13880.84,57.84,0.0564,15.44,September
2/3/2023,2,2023,Facebook Ads,Summer Promo,4897.01,414.07,312256,1143,3861,21,5311.08,8202.14,390.58,0.0054,252.91,February
8/20/2024,8,2024,Email,Lead Gen Burst,3057.12,291.97,351532,3930,831,141,3349.09,17532.35,124.34,0.1697,23.75,August
8/9/2024,8,2024,Instagram,Lead Gen Burst,1853.29,335.37,352300,10736,4612,265,2188.66,8426.77,31.8,0.0575,8.26,August
10/18/2021,10,2021,Referral,Holiday Sales,3274.31,451.23,160379,10821,3990,139,3725.54,8174.97,58.81,0.0348,26.8,October
4/29/2020,4,2020,Instagram,Discount Week,702.31,211.77,245159,10730,2097,459,914.08,916.9,2,0.2189,1.99,April
4/10/2022,4,2022,Google Search,Reactivation Campaign,4454.43,176.86,199159,2835,3184,70,4631.29,11112.6,158.75,0.022,66.16,April
12/15/2024,12,2024,Facebook Ads,Black Friday Push,2565.11,25.19,311066,14849,4543,385,2590.3,14231.88,36.97,0.0847,6.73,December
6/15/2024,6,2024,Google Search,Holiday Sales,2301.81,416.74,195152,16330,3906,118,2718.55,2465.88,20.9,0.0302,23.04,June
12/17/2022,12,2022,Google Search,Black Friday Push,2970.74,404.47,356492,6589,2367,198,3375.21,6247.57,31.55,0.0837,17.05,December
10/1/2023,10,2023,Referral,Reactivation Campaign,3161.44,70.14,80335,18008,2229,205,3231.58,15668.89,76.43,0.092,15.76,October
1/10/2022,1,2022,Facebook Ads,Discount Week,451.7,296.89,289456,16066,1731,214,748.59,7445.2,34.79,0.1236,3.5,January
2/6/2024,2,2024,Facebook Ads,Lead Gen Burst,3444.82,242.71,499372,14780,2011,56,3687.53,4983.73,89,0.0278,65.85,February
4/26/2020,4,2020,Facebook Ads,Discount Week,1285.47,76.98,67985,10615,271,287,1362.45,13509.57,47.07,1.059,4.75,April
3/1/2022,3,2022,Facebook Ads,Lead Gen Burst,3598.37,490.67,131744,8110,842,470,4089.04,4095.82,8.71,0.5582,8.7,March
2/24/2023,2,2023,Facebook Ads,Reactivation Campaign,4130.42,123.05,252713,4040,4589,293,4253.47,17933.93,61.21,0.0638,14.52,February
11/17/2023,11,2023,Referral,Discount Week,4039.4,52.27,451824,17623,4802,175,4091.67,2290.85,13.09,0.0364,23.38,November
10/9/2022,10,2022,Instagram,Holiday Sales,2807.25,305.53,484178,19123,691,347,3112.78,14189.69,40.89,0.5022,8.97,October
7/22/2024,7,2024,Google Search,Brand Awareness,2648.83,374.66,364107,4145,3366,370,3023.49,10091.06,27.27,0.1099,8.17,July
12/17/2022,12,2022,Facebook Ads,Holiday Sales,800.09,35.57,172349,14599,361,462,835.66,17424.61,37.72,1.2798,1.81,December
9/25/2021,9,2021,LinkedIn Ads,Black Friday Push,3899.2,336.18,32551,18309,3820,128,4235.38,2698.66,21.08,0.0335,33.09,September
5/27/2021,5,2021,Instagram,Holiday Sales,1429.91,275.5,90813,19840,876,431,1705.41,13622.32,31.61,0.492,3.96,May
11/9/2024,11,2024,Instagram,Reactivation Campaign,2533.81,69.57,450813,10029,1978,378,2603.38,11526.68,30.49,0.1911,6.89,November
3/12/2022,3,2022,Google Search,Summer Promo,1492.94,102.81,364169,5458,4652,325,1595.75,9705.78,29.86,0.0699,4.91,March
1/24/2023,1,2023,Referral,Black Friday Push,755.76,292.63,387486,13987,1815,442,1048.39,9929.86,22.47,0.2435,2.37,January
7/19/2024,7,2024,TikTok,Discount Week,3184.83,162.25,177284,2883,4423,292,3347.08,14495.14,49.64,0.066,11.46,July
2/15/2023,2,2023,TikTok,Black Friday Push,366.23,470.39,10637,5335,2646,288,836.62,18767.28,65.16,0.1088,2.9,February
7/13/2021,7,2021,Instagram,Brand Awareness,3768.36,413,306402,9639,2233,226,4181.36,2006.78,8.88,0.1012,18.5,July
6/12/2024,6,2024,Email,Lead Gen Burst,1656.18,492.11,429909,14758,3396,64,2148.29,586.15,9.16,0.0188,33.57,June
5/2/2021,5,2021,Email,Discount Week,100.66,144.64,404040,14166,4183,455,245.3,16152.95,35.5,0.1088,0.54,May
6/14/2023,6,2023,Google Search,Black Friday Push,2604.53,485.47,130553,7695,2355,426,3090,2341.75,5.5,0.1809,7.25,June
6/15/2022,6,2022,TikTok,Discount Week,329.57,226.99,27950,12068,4362,48,556.56,19736.6,411.18,0.011,11.6,June
7/19/2023,7,2023,Instagram,Discount Week,1453.23,186.81,417704,10939,4884,202,1640.04,12463.1,61.7,0.0414,8.12,July
4/27/2023,4,2023,Referral,Discount Week,3564.18,44.17,128870,4827,2744,498,3608.35,13087.15,26.28,0.1815,7.25,April
12/4/2021,12,2021,TikTok,Lead Gen Burst,407.18,45.33,498760,16044,2735,337,452.51,4138.06,12.28,0.1232,1.34,December
1/10/2024,1,2024,Instagram,Reactivation Campaign,4212.76,352.17,1215,2785,1323,414,4564.93,4958.18,11.98,0.3129,11.03,January
8/3/2021,8,2021,Instagram,Holiday Sales,118.72,239.81,368747,13661,1540,405,358.53,13255.14,32.73,0.263,0.89,August
2/28/2022,2,2022,Facebook Ads,Discount Week,1309.44,128.73,274667,6418,4789,60,1438.17,18212.59,303.54,0.0125,23.97,February
5/10/2022,5,2022,Referral,Summer Promo,3730.43,314.71,470116,17255,2448,397,4045.14,19651.33,49.5,0.1622,10.19,May
9/3/2020,9,2020,Facebook Ads,Reactivation Campaign,1649.72,141.37,331833,212,1777,257,1791.09,4121.01,16.04,0.1446,6.97,September
1/4/2023,1,2023,Google Search,Brand Awareness,599.27,297.26,24834,7827,3214,65,896.53,2855.57,43.93,0.0202,13.79,January
6/2/2020,6,2020,Facebook Ads,Lead Gen Burst,1865.15,192.42,297618,14899,4939,239,2057.57,1316.75,5.51,0.0484,8.61,June
8/6/2024,8,2024,LinkedIn Ads,Black Friday Push,1424.93,415.31,44066,18366,882,289,1840.24,17392.28,60.18,0.3277,6.37,August
12/29/2023,12,2023,Facebook Ads,Lead Gen Burst,4229.29,413.93,494087,3585,2875,38,4643.22,6035.35,158.83,0.0132,122.19,December
9/23/2022,9,2022,LinkedIn Ads,Black Friday Push,1635.4,249.13,273544,19880,3205,25,1884.53,235.88,9.44,0.0078,75.38,September
1/14/2023,1,2023,TikTok,Lead Gen Burst,3965.77,188.39,388355,13453,4149,410,4154.16,4631.6,11.3,0.0988,10.13,January
11/27/2021,11,2021,Email,Black Friday Push,4470.17,194.03,11345,14566,3752,461,4664.2,6940.73,15.06,0.1229,10.12,November
8/1/2023,8,2023,Instagram,Discount Week,2225.71,406.74,34896,19224,2841,59,2632.45,19821.53,335.96,0.0208,44.62,August
5/28/2023,5,2023,LinkedIn Ads,Holiday Sales,4558.72,177.53,479646,19141,297,476,4736.25,10566.12,22.2,1.6027,9.95,May
12/28/2022,12,2022,Referral,Black Friday Push,1948.86,120.35,292043,8009,1656,417,2069.21,4253.34,10.2,0.2518,4.96,December
